2026-05-05 14:53:13 | INFO     | apm.main                  | APM Modular starting...
2026-05-05 14:53:13 | INFO     | apm.main                  | Device: adb_c2407b8a, Journey: instagram_feed_clips.json
2026-05-05 14:53:13 | INFO     | apm.device_manager        | [DEVICE] Connecting to device: c2407b8a...
2026-05-05 14:53:15 | INFO     | apm.device_manager        | [DEVICE] Connected successfully -- screen=1080x2400, window=1080x2400
2026-05-05 14:53:15 | INFO     | apm.executor              | [JOURNEY START] Instagram Feed to Clips Automation (device=c2407b8a)
2026-05-05 14:53:15 | INFO     | apm.device_manager        | [NETWORK] Collecting NVT measurements for c2407b8a...
2026-05-05 14:53:20 | INFO     | apm.device_manager        | [NETWORK] Collecting Journey measurements for c2407b8a...
2026-05-05 14:53:23 | INFO     | apm.executor              | [DETAIL 1/8] Launch Instagram
2026-05-05 14:53:23 | INFO     | apm.executor              | [TASK] Open Instagram (type=app_open, critical=True, timeout=30s)
2026-05-05 14:53:23 | INFO     | apm.SystemTaskHandler     | [APP] Opening app: com.instagram.android (activity=default)
2026-05-05 14:53:23 | INFO     | apm.device_manager        | [NETWORK] Collecting Journey measurements for c2407b8a...
2026-05-05 14:53:26 | INFO     | apm.executor              | [DETAIL 2/8] Navigate Feed â†’ Clips Tab
2026-05-05 14:53:26 | INFO     | apm.executor              | [TASK] Tap Feed Tab (type=within_ui, critical=True, timeout=5s)
2026-05-05 14:53:27 | INFO     | apm.UITaskHandler         | Action 'tap' completed on element: Feed Tab (success=True)
2026-05-05 14:53:27 | INFO     | apm.executor              | [TASK DONE] Tap Feed Tab -- response_time=3.564s
2026-05-05 14:53:27 | INFO     | apm.executor              | [TASK] Tap Clips/Reels Tab (type=within_ui, critical=True, timeout=5s)
2026-05-05 14:53:28 | INFO     | apm.UITaskHandler         | Action 'tap' completed on element: Clips/Reels Tab (success=True)
2026-05-05 14:53:28 | INFO     | apm.executor              | [TASK DONE] Tap Clips/Reels Tab -- response_time=0.521s
2026-05-05 14:53:28 | INFO     | apm.device_manager        | [NETWORK] Collecting Journey measurements for c2407b8a...
2026-05-05 14:53:30 | INFO     | apm.executor              | [DETAIL 3/8] Interact with Clips Screen
2026-05-05 14:53:30 | INFO     | apm.executor              | [TASK] Tap Center Screen (First) (type=tap_coords, critical=True, timeout=30s)
2026-05-05 14:53:30 | INFO     | apm.TapCoordsActionHandler | Tapping coordinates: (540, 679)
2026-05-05 14:53:31 | INFO     | apm.executor              | [TASK DONE] Tap Center Screen (First) -- response_time=3.119s
2026-05-05 14:53:31 | INFO     | apm.executor              | [TASK] Tap Center Screen (Second) (type=tap_coords, critical=True, timeout=30s)
2026-05-05 14:53:31 | INFO     | apm.TapCoordsActionHandler | Tapping coordinates: (540, 679)
2026-05-05 14:53:31 | INFO     | apm.executor              | [TASK DONE] Tap Center Screen (Second) -- response_time=0.215s
2026-05-05 14:53:31 | INFO     | apm.device_manager        | [NETWORK] Collecting Journey measurements for c2407b8a...
2026-05-05 14:53:34 | INFO     | apm.executor              | [DETAIL 4/8] Navigate to Search
2026-05-05 14:53:34 | INFO     | apm.executor              | [TASK] Tap Search Icon (type=within_ui, critical=True, timeout=5s)
2026-05-05 14:53:34 | INFO     | apm.UITaskHandler         | Action 'tap' completed on element: Search Tab (success=True)
2026-05-05 14:53:34 | INFO     | apm.executor              | [TASK DONE] Tap Search Icon -- response_time=3.591s
2026-05-05 14:53:34 | INFO     | apm.executor              | [TASK] Tap Search Field (type=tap_coords, critical=True, timeout=30s)
2026-05-05 14:53:34 | INFO     | apm.TapCoordsActionHandler | Tapping coordinates: (355, 198)
2026-05-05 14:53:35 | INFO     | apm.executor              | [TASK DONE] Tap Search Field -- response_time=0.226s
2026-05-05 14:53:35 | INFO     | apm.executor              | [TASK] Type into focused field (type=ui, critical=True, timeout=30s)
2026-05-05 14:53:35 | INFO     | apm.UITaskHandler         | Finding element:  (by=xpath, timeout=30s)
2026-05-05 14:53:35 | INFO     | apm.UITaskHandler         | Action 'input' completed on element:  (handler=system, success=True)
2026-05-05 14:53:35 | INFO     | apm.executor              | [TASK DONE] Type into focused field -- response_time=0.633s
2026-05-05 14:53:35 | INFO     | apm.device_manager        | [NETWORK] Collecting Journey measurements for c2407b8a...
2026-05-05 14:53:38 | INFO     | apm.executor              | [DETAIL 5/8] Return to Clips View
2026-05-05 14:53:38 | INFO     | apm.executor              | [TASK] Back Until Clips Tab Visible (type=back_until_ui, critical=False, timeout=20s)
2026-05-05 14:53:41 | INFO     | apm.FlowTaskHandler       | [BACK 1/3] Target UI not found, pressing BACK
2026-05-05 14:53:44 | INFO     | apm.FlowTaskHandler       | [BACK 2/3] Target UI not found, pressing BACK
2026-05-05 14:53:45 | INFO     | apm.FlowTaskHandler       | Target UI 'Clips Tab Indicator' found after 2 back presses
2026-05-05 14:53:45 | INFO     | apm.executor              | [TASK DONE] Back Until Clips Tab Visible -- response_time=9.646s
2026-05-05 14:53:45 | INFO     | apm.executor              | [TASK] Ensure Clips Tab Selected (type=do_if_ui, critical=False, timeout=5s)
2026-05-05 14:53:45 | INFO     | apm.FlowTaskHandler       | Element 'Icon clips' found, performing action
2026-05-05 14:53:45 | INFO     | apm.executor              | [TASK DONE] Ensure Clips Tab Selected -- response_time=0.437s
2026-05-05 14:53:45 | INFO     | apm.executor              | [TASK] Dismiss 'Not Now' Popups (type=do_while_ui, critical=False, timeout=15s)
2026-05-05 14:53:48 | INFO     | apm.FlowTaskHandler       | UI 'Not Now Button' disappeared after 1 iterations, loop finished
2026-05-05 14:53:48 | INFO     | apm.executor              | [TASK DONE] Dismiss 'Not Now' Popups -- response_time=2.183s
2026-05-05 14:53:48 | INFO     | apm.device_manager        | [NETWORK] Collecting Journey measurements for c2407b8a...
2026-05-05 14:53:50 | INFO     | apm.executor              | [DETAIL 6/8] Scroll Feed (1-3)
2026-05-05 14:53:50 | INFO     | apm.executor              | [TASK] Scroll #1 (type=scroll_with_timing, critical=False, timeout=30s)
2026-05-05 14:53:50 | INFO     | apm.ScrollActionHandler   | Scroll #1: up (scale=0.6)
2026-05-05 14:53:52 | INFO     | apm.executor              | [TASK] Scroll #2 (type=scroll_with_timing, critical=False, timeout=30s)
2026-05-05 14:53:52 | INFO     | apm.ScrollActionHandler   | Scroll #2: up (scale=0.6)
2026-05-05 14:53:53 | INFO     | apm.executor              | [TASK] Scroll #3 (type=scroll_with_timing, critical=False, timeout=30s)
2026-05-05 14:53:53 | INFO     | apm.ScrollActionHandler   | Scroll #3: up (scale=0.6)
2026-05-05 14:53:55 | INFO     | apm.device_manager        | [NETWORK] Collecting Journey measurements for c2407b8a...
2026-05-05 14:53:58 | INFO     | apm.executor              | [DETAIL 7/8] Scroll Feed (4-5)
2026-05-05 14:53:58 | INFO     | apm.executor              | [TASK] Scroll #4 (type=scroll_with_timing, critical=False, timeout=30s)
2026-05-05 14:53:58 | INFO     | apm.ScrollActionHandler   | Scroll #4: up (scale=0.6)
2026-05-05 14:53:59 | INFO     | apm.executor              | [TASK] Scroll #5 (type=scroll_with_timing, critical=False, timeout=30s)
2026-05-05 14:53:59 | INFO     | apm.ScrollActionHandler   | Scroll #5: up (scale=0.6)
2026-05-05 14:54:00 | INFO     | apm.device_manager        | [NETWORK] Collecting Journey measurements for c2407b8a...
2026-05-05 14:54:03 | INFO     | apm.executor              | [DETAIL 8/8] Close App
2026-05-05 14:54:03 | INFO     | apm.executor              | [TASK] Stop Instagram (type=app_close, critical=False, timeout=10s)
2026-05-05 14:54:03 | INFO     | apm.SystemTaskHandler     | [APP] Closing app: com.instagram.android
2026-05-05 14:54:03 | INFO     | apm.executor              | [TASK DONE] Stop Instagram -- response_time=3.132s
2026-05-05 14:54:03 | INFO     | apm.device_manager        | [DEVICE] Disconnected from c2407b8a
2026-05-05 14:54:03 | INFO     | apm.main                  | Report saved: logs\report_instagram_feed_clips_20260505_145403.json
2026-05-05 14:54:03 | INFO     | apm.main                  | ============================================================
2026-05-05 14:54:03 | INFO     | apm.main                  | RESULT: SUCCESS
2026-05-05 14:54:03 | INFO     | apm.main                  |   Total Response Time : 27.267s
2026-05-05 14:54:03 | INFO     | apm.main                  |   Screenshots Taken   : 0
2026-05-05 14:54:03 | INFO     | apm.main                  | ============================================================
